40.00
55.00
71.00
74.00
59.00
70.00
70.00
90.00
71.00
68.00
80.00
65.00
80.00
79.00
74.00
18.00
77.00
87.00
49.00
64.00
62.00
58.00
72.00
65.00
0.00
49.00
77.00
76.00
79.00
63.00
67.00
59.00
62.00
86.00
78.00
94.00
51.00
69.00
0.00
85.00
71.00
70.00
90.00
0.00
80.00
89.00
62.00
62.00
64.00
78.00
95.00
76.00
93.00
88.00
73.00
67.00
68.00
61.00
70.00
93.00
90.00
