user,is_correct,question_id,tag_id,created_at
1050,True,537,172,2015-02-05 12:32:41.871168+00:00
1050,False,600,70,2015-02-05 12:34:21.759606+00:00
1050,True,626,187,2015-02-05 12:35:56.603153+00:00
1050,True,589,74,2015-02-05 12:36:17.449761+00:00
1050,True,534,117,2015-02-05 12:36:33.604649+00:00
1050,True,558,122,2015-02-05 12:37:36.636350+00:00
1050,True,550,115,2015-02-05 12:37:53.915798+00:00
1050,True,556,121,2015-02-05 12:38:09.932461+00:00
1050,True,588,74,2015-02-05 12:38:25.936823+00:00
1050,True,547,114,2015-02-05 12:38:43.423912+00:00
1050,True,552,119,2015-02-05 12:38:52.112603+00:00
1050,False,569,107,2015-02-05 12:39:17.378637+00:00
1050,True,612,101,2015-02-05 12:39:57.178099+00:00
1050,True,574,65,2015-02-05 12:40:11.588642+00:00
1050,True,621,255,2015-02-05 12:40:17.678976+00:00
1050,True,550,115,2015-02-05 12:40:46.809595+00:00
1050,True,600,70,2015-02-05 12:40:55.681476+00:00
1050,True,525,108,2015-02-05 12:41:16.377400+00:00
1050,True,551,119,2015-02-05 12:41:37.398772+00:00
1050,False,590,76,2015-02-05 12:42:03.479411+00:00
1050,False,548,115,2015-02-05 12:42:34.509274+00:00
1050,True,599,73,2015-02-05 12:43:54.087687+00:00
1050,True,582,64,2015-02-05 12:44:07.317675+00:00
1050,True,553,119,2015-02-05 12:44:32.164118+00:00
1050,True,620,255,2015-02-05 12:44:41.552282+00:00
1050,True,607,73,2015-02-05 12:44:55.825647+00:00
1050,True,560,123,2015-02-05 12:45:02.918276+00:00
1050,True,628,187,2015-02-05 12:46:10.361350+00:00
1050,True,545,114,2015-02-05 12:46:27.757540+00:00
1050,True,542,113,2015-02-05 12:46:55.266283+00:00
1050,True,572,66,2015-02-05 12:47:04.759364+00:00
1050,True,624,186,2015-02-05 12:47:16.376621+00:00
1050,True,564,124,2015-02-05 12:47:33.975856+00:00
1050,True,526,108,2015-02-05 12:48:11.264066+00:00
1050,False,616,100,2015-02-05 12:48:37.291697+00:00
1050,True,577,103,2015-02-05 12:49:59.957628+00:00
1050,True,616,100,2015-02-05 12:50:06.674590+00:00
1050,True,546,114,2015-02-05 12:50:14.963805+00:00
1050,True,529,109,2015-02-05 12:50:52.664844+00:00
1050,True,610,99,2015-02-05 12:51:08.587208+00:00
1050,True,633,188,2015-02-05 12:51:29.838166+00:00
1050,True,568,125,2015-02-05 12:51:39.190734+00:00
1050,True,579,103,2015-02-05 12:51:46.707142+00:00
1050,True,524,108,2015-02-05 12:52:24.537732+00:00
1050,True,606,72,2015-02-05 12:52:52.945400+00:00
1050,True,580,63,2015-02-05 12:53:14.540196+00:00
1050,True,622,255,2015-02-05 12:53:28.780586+00:00
1050,True,531,116,2015-02-05 12:54:18.427090+00:00
1050,True,563,124,2015-02-05 12:55:04.094105+00:00
1050,True,560,123,2015-02-05 12:55:40.326511+00:00
1050,True,587,74,2015-02-05 12:56:09.476713+00:00
1050,True,532,116,2015-02-05 12:56:27.175060+00:00
1050,True,572,66,2015-02-05 12:56:38.392899+00:00
1050,True,604,70,2015-02-05 12:57:08.200878+00:00
1050,True,618,102,2015-02-05 12:57:29.829024+00:00
1050,False,608,99,2015-02-05 12:57:53.429482+00:00
1050,True,548,115,2015-02-05 12:59:36.257263+00:00
1050,True,540,112,2015-02-05 13:00:13.578806+00:00
1050,True,634,188,2015-02-05 13:00:39.391320+00:00
